2025-03-21 at 01:11:40 | ERROR | Бот остановлен!
2025-03-21 at 01:11:44 | INFO | Бот успешно запущен.
2025-03-21 at 01:11:53 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:11:53 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:11:55 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-21 at 01:11:56 | INFO | Найдено 1 записей.
2025-03-21 at 01:11:57 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-21 at 01:11:57 | INFO | Найдено 1 записей.
2025-03-21 at 01:12:00 | INFO | Поиск Product с ID: 1
2025-03-21 at 01:12:00 | INFO | Запись с ID 1 найдена.
2025-03-21 at 01:12:00 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '13', 'paid': False}
2025-03-21 at 01:12:00 | INFO | Запись Purchase успешно добавлена.
2025-03-21 at 01:12:01 | INFO | Поиск Purchase с ID: 13
2025-03-21 at 01:12:01 | INFO | Запись с ID 13 найдена.
2025-03-21 at 01:12:01 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '13', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '13', 'paid': True}
2025-03-21 at 01:12:01 | INFO | Обновлено 1 записей.
2025-03-21 at 01:12:20 | ERROR | Бот остановлен!
2025-03-21 at 01:12:25 | INFO | Бот успешно запущен.
2025-03-21 at 01:12:29 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:12:30 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:12:31 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-21 at 01:12:31 | INFO | Найдено 1 записей.
2025-03-21 at 01:12:33 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-21 at 01:12:33 | INFO | Найдено 1 записей.
2025-03-21 at 01:12:35 | INFO | Поиск Product с ID: 1
2025-03-21 at 01:12:35 | INFO | Запись с ID 1 найдена.
2025-03-21 at 01:12:35 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '15', 'paid': False}
2025-03-21 at 01:12:35 | INFO | Запись Purchase успешно добавлена.
2025-03-21 at 01:12:36 | INFO | Поиск Purchase с ID: 15
2025-03-21 at 01:12:36 | INFO | Запись с ID 15 найдена.
2025-03-21 at 01:12:36 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '15', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '15', 'paid': True}
2025-03-21 at 01:12:36 | INFO | Обновлено 1 записей.
2025-03-21 at 01:14:19 | INFO | Поиск Purchase с ID: 15
2025-03-21 at 01:14:19 | INFO | Запись с ID 15 найдена.
2025-03-21 at 01:14:19 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '15', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '15', 'paid': True}
2025-03-21 at 01:14:19 | INFO | Обновлено 1 записей.
2025-03-21 at 01:16:50 | ERROR | Бот остановлен!
2025-03-21 at 01:16:55 | INFO | Бот успешно запущен.
2025-03-21 at 01:17:00 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:17:00 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:17:03 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-21 at 01:17:03 | INFO | Найдено 1 записей.
2025-03-21 at 01:17:05 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-21 at 01:17:05 | INFO | Найдено 1 записей.
2025-03-21 at 01:17:08 | INFO | Поиск Product с ID: 1
2025-03-21 at 01:17:08 | INFO | Запись с ID 1 найдена.
2025-03-21 at 01:17:08 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '74', 'paid': False}
2025-03-21 at 01:17:08 | INFO | Запись Purchase успешно добавлена.
2025-03-21 at 01:17:09 | INFO | Поиск Purchase с ID: 74
2025-03-21 at 01:17:09 | INFO | Запись с ID 74 найдена.
2025-03-21 at 01:17:09 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '74', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '74', 'paid': True}
2025-03-21 at 01:17:09 | INFO | Обновлено 1 записей.
2025-03-21 at 01:19:41 | ERROR | Бот остановлен!
2025-03-21 at 01:19:46 | INFO | Бот успешно запущен.
2025-03-21 at 01:19:50 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:19:50 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:19:52 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-21 at 01:19:52 | INFO | Найдено 1 записей.
2025-03-21 at 01:19:54 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-21 at 01:19:54 | INFO | Найдено 1 записей.
2025-03-21 at 01:19:56 | INFO | Поиск Product с ID: 1
2025-03-21 at 01:19:56 | INFO | Запись с ID 1 найдена.
2025-03-21 at 01:19:56 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '49', 'paid': False}
2025-03-21 at 01:19:56 | INFO | Запись Purchase успешно добавлена.
2025-03-21 at 01:19:57 | INFO | Поиск Purchase с ID: 49
2025-03-21 at 01:19:57 | INFO | Запись с ID 49 найдена.
2025-03-21 at 01:19:57 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '49', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '49', 'paid': True}
2025-03-21 at 01:19:57 | INFO | Обновлено 1 записей.
2025-03-21 at 01:20:18 | INFO | Поиск Purchase с ID: 49
2025-03-21 at 01:20:18 | INFO | Запись с ID 49 найдена.
2025-03-21 at 01:20:18 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '49', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '49', 'paid': True}
2025-03-21 at 01:20:18 | INFO | Обновлено 1 записей.
2025-03-21 at 01:21:56 | ERROR | Бот остановлен!
2025-03-21 at 01:22:00 | INFO | Бот успешно запущен.
2025-03-21 at 01:22:06 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:22:06 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:22:08 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-21 at 01:22:08 | INFO | Найдено 1 записей.
2025-03-21 at 01:22:09 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-21 at 01:22:09 | INFO | Найдено 1 записей.
2025-03-21 at 01:22:12 | INFO | Поиск Product с ID: 1
2025-03-21 at 01:22:12 | INFO | Запись с ID 1 найдена.
2025-03-21 at 01:22:12 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '28', 'paid': False}
2025-03-21 at 01:22:12 | INFO | Запись Purchase успешно добавлена.
2025-03-21 at 01:22:13 | INFO | Поиск Purchase с ID: 28
2025-03-21 at 01:22:13 | INFO | Запись с ID 28 найдена.
2025-03-21 at 01:22:13 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '28', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '28', 'paid': True}
2025-03-21 at 01:22:13 | INFO | Обновлено 1 записей.
2025-03-21 at 01:23:05 | ERROR | Бот остановлен!
2025-03-21 at 01:23:09 | INFO | Бот успешно запущен.
2025-03-21 at 01:23:14 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:23:15 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-21 at 01:23:18 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-21 at 01:23:18 | INFO | Найдено 1 записей.
2025-03-21 at 01:23:20 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-21 at 01:23:20 | INFO | Найдено 1 записей.
2025-03-21 at 01:23:22 | INFO | Поиск Product с ID: 1
2025-03-21 at 01:23:22 | INFO | Запись с ID 1 найдена.
2025-03-21 at 01:23:22 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '90', 'paid': False}
2025-03-21 at 01:23:22 | INFO | Запись Purchase успешно добавлена.
2025-03-21 at 01:23:24 | INFO | Поиск Purchase с ID: 90
2025-03-21 at 01:23:24 | INFO | Запись с ID 90 найдена.
2025-03-21 at 01:23:24 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '90', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '90', 'paid': True}
2025-03-21 at 01:23:24 | INFO | Обновлено 1 записей.
2025-03-21 at 01:25:10 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:25:10 | INFO | Запись не найдена по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:25:10 | INFO | Добавление записи User с параметрами: {'telegram_id': 6005515973, 'username': 'tamreveligorymama', 'first_name': 'мелюзга', 'last_name': None}
2025-03-21 at 01:25:10 | INFO | Запись User успешно добавлена.
2025-03-21 at 01:26:23 | ERROR | Бот остановлен!
2025-03-21 at 01:26:27 | INFO | Бот успешно запущен.
2025-03-21 at 01:26:33 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:26:33 | INFO | Запись найдена по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:27:35 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:27:35 | INFO | Запись найдена по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:32:21 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:32:21 | INFO | Запись найдена по фильтрам: {'telegram_id': 6005515973}
2025-03-21 at 01:32:23 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-21 at 01:32:23 | INFO | Найдено 1 записей.
2025-03-21 at 01:32:24 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-21 at 01:32:24 | INFO | Найдено 1 записей.
2025-03-21 at 01:32:27 | INFO | Поиск Product с ID: 1
2025-03-21 at 01:32:27 | INFO | Запись с ID 1 найдена.
2025-03-21 at 01:32:27 | INFO | Добавление записи Purchase с параметрами: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'payment_id': '46', 'paid': False}
2025-03-21 at 01:32:27 | INFO | Запись Purchase успешно добавлена.
2025-03-21 at 01:32:44 | INFO | Поиск Purchase с ID: 46
2025-03-21 at 01:32:44 | INFO | Запись с ID 46 найдена.
2025-03-21 at 01:32:44 | INFO | Обновление записей Purchase по фильтру: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'payment_id': '46', 'paid': False} с параметрами: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'payment_id': '46', 'paid': True}
2025-03-21 at 01:32:44 | INFO | Обновлено 1 записей.
2025-03-21 at 01:52:23 | ERROR | Бот остановлен!
2025-03-22 at 21:05:05 | INFO | Бот успешно запущен.
2025-03-22 at 21:05:16 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 21:05:16 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 21:05:19 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-22 at 21:05:19 | INFO | Найдено 1 записей.
2025-03-22 at 21:05:20 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-22 at 21:05:20 | INFO | Найдено 1 записей.
2025-03-22 at 21:05:26 | INFO | Поиск Product с ID: 1
2025-03-22 at 21:05:26 | INFO | Запись с ID 1 найдена.
2025-03-22 at 21:05:26 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '11', 'paid': False}
2025-03-22 at 21:05:26 | INFO | Запись Purchase успешно добавлена.
2025-03-22 at 21:05:31 | INFO | Поиск Purchase с ID: 11
2025-03-22 at 21:05:31 | INFO | Запись с ID 11 найдена.
2025-03-22 at 21:06:35 | INFO | Поиск Product с ID: 1
2025-03-22 at 21:06:35 | INFO | Запись с ID 1 найдена.
2025-03-22 at 21:06:35 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '87', 'paid': False}
2025-03-22 at 21:06:35 | INFO | Запись Purchase успешно добавлена.
2025-03-22 at 21:06:56 | INFO | Поиск Purchase с ID: 87
2025-03-22 at 21:06:56 | INFO | Запись с ID 87 найдена.
2025-03-22 at 21:06:56 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '87', 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '87', 'paid': True}
2025-03-22 at 21:06:56 | INFO | Обновлено 1 записей.
2025-03-22 at 21:13:08 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 21:13:08 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 21:13:27 | INFO | Подсчет количества записей Product по фильтру: {}
2025-03-22 at 21:13:27 | INFO | Найдено 1 записей.
2025-03-22 at 21:21:55 | ERROR | Бот остановлен!
2025-03-22 at 22:10:47 | INFO | Бот успешно запущен.
2025-03-22 at 22:10:57 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:10:57 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:10:59 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-22 at 22:10:59 | INFO | Найдено 1 записей.
2025-03-22 at 22:11:01 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-22 at 22:11:01 | INFO | Найдено 1 записей.
2025-03-22 at 22:11:04 | INFO | Поиск Product с ID: 1
2025-03-22 at 22:11:04 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:11:04 | INFO | Upsert для Purchase
2025-03-22 at 22:12:47 | INFO | Поиск Product с ID: 1
2025-03-22 at 22:12:47 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:12:47 | INFO | Upsert для Purchase
2025-03-22 at 22:15:34 | ERROR | Бот остановлен!
2025-03-22 at 22:15:38 | INFO | Бот успешно запущен.
2025-03-22 at 22:15:38 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:15:38 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:15:40 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-22 at 22:15:40 | INFO | Найдено 1 записей.
2025-03-22 at 22:15:41 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-22 at 22:15:41 | INFO | Найдено 1 записей.
2025-03-22 at 22:15:44 | INFO | Поиск Product с ID: 1
2025-03-22 at 22:15:44 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:15:44 | INFO | Upsert для Purchase
2025-03-22 at 22:35:25 | ERROR | Бот остановлен!
2025-03-22 at 22:35:39 | INFO | Бот успешно запущен.
2025-03-22 at 22:35:43 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:35:43 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:35:45 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-22 at 22:35:45 | INFO | Найдено 1 записей.
2025-03-22 at 22:35:46 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-22 at 22:35:46 | INFO | Найдено 1 записей.
2025-03-22 at 22:35:49 | INFO | Поиск Product с ID: 1
2025-03-22 at 22:35:49 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:35:49 | INFO | Upsert для Purchase
2025-03-22 at 22:52:32 | ERROR | Бот остановлен!
2025-03-22 at 22:52:36 | INFO | Бот успешно запущен.
2025-03-22 at 22:52:44 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:52:44 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:52:45 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-22 at 22:52:45 | INFO | Найдено 1 записей.
2025-03-22 at 22:52:47 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-22 at 22:52:47 | INFO | Найдено 1 записей.
2025-03-22 at 22:52:49 | INFO | Поиск Product с ID: 1
2025-03-22 at 22:52:49 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:52:49 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:52:49 | ERROR | Ошибка при поиске записи по фильтрам {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}: Multiple rows were found when one or none was required
2025-03-22 at 22:54:03 | INFO | Поиск Product с ID: 1
2025-03-22 at 22:54:03 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:54:03 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:54:03 | INFO | Запись не найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:54:03 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:54:03 | INFO | Запись Purchase успешно добавлена.
2025-03-22 at 22:54:03 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:54:03 | INFO | Запись найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:54:07 | INFO | Поиск Purchase с ID: 1
2025-03-22 at 22:54:07 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:54:07 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': True}
2025-03-22 at 22:54:07 | INFO | Обновлено 1 записей.
2025-03-22 at 22:54:53 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:54:53 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 22:54:54 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-22 at 22:54:54 | INFO | Найдено 1 записей.
2025-03-22 at 22:54:55 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-22 at 22:54:55 | INFO | Найдено 1 записей.
2025-03-22 at 22:55:05 | INFO | Поиск Product с ID: 1
2025-03-22 at 22:55:05 | INFO | Запись с ID 1 найдена.
2025-03-22 at 22:55:05 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:55:05 | INFO | Запись не найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:55:05 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:55:05 | INFO | Запись Purchase успешно добавлена.
2025-03-22 at 22:55:05 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:55:05 | INFO | Запись найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 22:55:15 | INFO | Поиск Purchase с ID: 2
2025-03-22 at 22:55:15 | INFO | Запись с ID 2 найдена.
2025-03-22 at 22:55:15 | INFO | Обновление записей Purchase по фильтру: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': True}
2025-03-22 at 22:55:15 | INFO | Обновлено 1 записей.
2025-03-22 at 23:04:33 | ERROR | Бот остановлен!
2025-03-22 at 23:04:51 | INFO | Бот успешно запущен.
2025-03-22 at 23:04:54 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 23:04:54 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-22 at 23:04:56 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-22 at 23:04:56 | INFO | Найдено 1 записей.
2025-03-22 at 23:04:57 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-22 at 23:04:57 | INFO | Найдено 1 записей.
2025-03-22 at 23:04:59 | INFO | Поиск Product с ID: 1
2025-03-22 at 23:04:59 | INFO | Запись с ID 1 найдена.
2025-03-22 at 23:04:59 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 23:04:59 | INFO | Запись не найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 23:04:59 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 23:04:59 | INFO | Запись Purchase успешно добавлена.
2025-03-22 at 23:04:59 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 23:04:59 | INFO | Запись найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-22 at 23:05:01 | INFO | Поиск Purchase с ID: 3
2025-03-22 at 23:05:01 | INFO | Запись с ID 3 найдена.
2025-03-22 at 23:05:01 | INFO | Обновление записей Purchase по фильтру: {'id': 3} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': True}
2025-03-22 at 23:05:01 | INFO | Обновлено 1 записей.
2025-03-23 at 00:44:36 | ERROR | Бот остановлен!
2025-03-23 at 01:44:25 | INFO | Бот успешно запущен.
2025-03-23 at 01:44:34 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:44:34 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:44:36 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-23 at 01:44:36 | INFO | Найдено 1 записей.
2025-03-23 at 01:44:37 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-23 at 01:44:37 | INFO | Найдено 1 записей.
2025-03-23 at 01:46:33 | ERROR | Бот остановлен!
2025-03-23 at 01:46:37 | INFO | Бот успешно запущен.
2025-03-23 at 01:46:37 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:46:37 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:46:40 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-23 at 01:46:40 | INFO | Найдено 1 записей.
2025-03-23 at 01:46:41 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-23 at 01:46:41 | INFO | Найдено 1 записей.
2025-03-23 at 01:47:09 | INFO | Поиск Product с ID: 1
2025-03-23 at 01:47:09 | INFO | Запись с ID 1 найдена.
2025-03-23 at 01:48:10 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:48:10 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:48:12 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-23 at 01:48:12 | INFO | Найдено 1 записей.
2025-03-23 at 01:48:14 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-23 at 01:48:14 | INFO | Найдено 1 записей.
2025-03-23 at 01:48:37 | INFO | Поиск Product с ID: 1
2025-03-23 at 01:48:37 | INFO | Запись с ID 1 найдена.
2025-03-23 at 01:52:25 | ERROR | Бот остановлен!
2025-03-23 at 01:52:29 | INFO | Бот успешно запущен.
2025-03-23 at 01:52:32 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:52:32 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:52:33 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-23 at 01:52:33 | INFO | Найдено 1 записей.
2025-03-23 at 01:52:34 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-23 at 01:52:34 | INFO | Найдено 1 записей.
2025-03-23 at 01:52:52 | INFO | Поиск Product с ID: 1
2025-03-23 at 01:52:52 | INFO | Запись с ID 1 найдена.
2025-03-23 at 01:53:04 | INFO | Поиск Product с ID: 1
2025-03-23 at 01:53:04 | INFO | Запись с ID 1 найдена.
2025-03-23 at 01:53:04 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-23 at 01:53:04 | INFO | Запись не найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-23 at 01:53:04 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-23 at 01:53:04 | INFO | Запись Purchase успешно добавлена.
2025-03-23 at 01:53:04 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-23 at 01:53:04 | INFO | Запись найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-23 at 01:53:06 | INFO | Поиск Purchase с ID: 4
2025-03-23 at 01:53:06 | INFO | Запись с ID 4 найдена.
2025-03-23 at 01:53:06 | INFO | Обновление записей Purchase по фильтру: {'id': 4} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': True}
2025-03-23 at 01:53:06 | INFO | Обновлено 1 записей.
2025-03-23 at 01:53:53 | ERROR | Бот остановлен!
2025-03-23 at 01:53:56 | INFO | Бот успешно запущен.
2025-03-23 at 01:53:58 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:53:59 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-23 at 01:54:00 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-23 at 01:54:00 | INFO | Найдено 1 записей.
2025-03-23 at 01:54:01 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-23 at 01:54:01 | INFO | Найдено 1 записей.
2025-03-23 at 01:54:22 | INFO | Поиск Product с ID: 1
2025-03-23 at 01:54:22 | INFO | Запись с ID 1 найдена.
2025-03-23 at 01:54:28 | INFO | Поиск Product с ID: 1
2025-03-23 at 01:54:28 | INFO | Запись с ID 1 найдена.
